RFC 1350 - TFTP (Trivial File Transfer Protocol);;
1. Purpose;;
;The positive response to a write request is an acknowledgment packet with block number zero.;test_false
;An acknowledgment packet that is not the positive response of a write request will contain the block number of the data packet being acknowledged.;test_false
;Each data packet has associated with it a block number.;test_false
;Block numbers are consecutive and begin with one.;test_false
;To establish a connection each end chooses a TID for itself, to be used for the duration of that connection.;test_false
;The TID's chosen for a connection should be randomly chosen, so that the probability that the same number is chosen twice in immediate succession is very low.;test_false
;Every packet has associated with it the two TID's of the ends of the connection, the source TID and the destination TID.;test_false
;The TID's are stored in the UDP source and destination ports.;test_false
;A requesting host chooses its source TID and sends its initial request to the known TID 69 decimal on the serving host.;test_false
;Under normal operations, the server chooses its source TID and sends its response using its TID as its source TID and the TID chosen for the previous message by the requestor as its destination TID.;test_false
;The two chosen TID's are then used for the remainder of the transfer.;test_false
;During the transfer the hosts should make sure that the source TID of a received packet matches the previously agreed value.;test_false
;If a source TID does not match, the packet should be discarded as erroneously sent from somewhere else and an error packet should be sent to the source of the incorrect packet, while not disturbing the transfer.;test_false
5. TFTP Packets;;
;RRQ (read request, opcode = 1) packet type support.;test_false
;WRQ (write request, opcode = 2) packet type support.;test_false
;DATA (data, opcode = 3) packet type support.;test_false
;ACK (acknowledgment, opcode = 4) packet type support.;test_false
;ERROR (errore, opcode = 5) packet type support.;test_false
;The TFTP header of a packet contains the associated opcode.;test_false
;RRQ packets (opcode 1) have the following format: <li> Opcode (2 bytes) <li> Filename (variable-length string) <li> 0x0 (1 byte) <li> Mode (variable-length string) <li> 0x0 (1 byte);test_false
;WRQ packets (opcode 2) have the following format: <li> Opcode (2 bytes) <li> Filename (variable-length string) <li> 0x0 (1 byte) <li> Mode (variable-length string) <li> 0x0 (1 byte);test_false
;Filename is a netascii sequence terminated by a zero byte.;test_false
;Mode field specifies "netascii" or "octet" modes (case insensitive) terminated by a zero byte.;test_false
;A host which receives netascii mode data must translate the data to its own format.;test_false
;Octet mode is used to transfer a file that is in the 8-bit format of the machine from which the file is being transferred.;test_false
;If a host receives a octet file and then returns it, the returned file must be identical to the original.;test_false
;Sender and recipient may operate in different modes.;test_false
;DATA packets (opcode 3) have the following format: <li> Opcode (2 bytes) <li> Block number (2 bytes) <li> Data (n bytes);test_false
;DATA packets have a block number and data field.;test_false
;The block numbers on data packets begin with one and increase by one for each new block of data.;test_false
;An implementation should detect duplicated packets via the block number.;test_false
;The data field is from zero to 512 bytes long.;test_false
;If the data field is 512 bytes long, the block is not the last block of data.;test_false
;If the data field is from zero to 511 bytes long, it signals the end of the transfer.;test_false
;All packets other than duplicate ACK's and those used for termination are acknowledged unless a timeout occurs.;test_false
;Sending a DATA packet is an acknowledgment for the first ACK packet of the previous DATA packet.;test_false
;The WRQ and DATA packets are acknowledged by ACK or ERROR packets, while RRQ and ACK packets are acknowledged by DATA or ERROR packets.;test_false
;ACK packets (opcode 4) have the following format: <li> Opcode (2 bytes) <li> Block number (2 bytes);test_false
;The block number in an ACK echoes the block number of the DATA packet being acknowledged.;test_false
;A WRQ is acknowledged with an ACK packet having a block number of zero.;test_false
;ERROR packets (opcode 5) have the following format: <li> Opcode (2 bytes) <li> ErrorCode (2 bytes) <li> ErrMsg (variable-length string) <li> 0x0 (1 byte);test_false
;An ERROR packet can be the acknowledgment of any other type of packet.;test_false
;The error code is an integer indicating the nature of the error.;test_false
;The error message is intended for human consumption, and should be a string in netascii terminated with a zero byte.;test_false
;Error handling for codes 0 (Not defined, see error message (if any).) are implemented;test_false
;Error handling for codes 1 (File not found.) are implemented;test_false
;Error handling for codes 2 (Access violation.) are implemented;test_false
;Error handling for codes 3 (Disk full or allocation exceeded.) are implemented;test_false
;Error handling for codes 4 (Illegal TFTP operation.) are implemented;test_false
;Error handling for codes 5 (Unknown transfer ID.) are implemented;test_false
;Error handling for codes 6 (File already exists.) are implemented;test_false
;Error handling for codes 7 (No such user.) are implemented;test_false
6. Normal Termination;;
;Transfer ends with a DATA packet containing 0 to 511 bytes.;test_false
;Final DATA packet is acknowledged like other DATA packets.;test_false
;The host sending the final ACK wait for a long timeout before terminating in oreder to retransmit the final ACK if lost.;test_false
;Sender of the final DATA packet should retransmit until acknowledged or timeout.;test_false
;Successful completion is indicated by reception of the final ACK.;test_false
;Timeout or DATA sender unwillingness to retransmit may indicate an incomplete transfer.;test_false
7. Premature Termination;;
;Errors during transfer result in an ERROR packet.;test_false
;Error packets are not retransmitted.;test_false
;Error packets are not acknowledged.;test_false
;Timeouts are used to detect errors.;test_false
RFC 2347 - TFTP Option Extension;;
Abstract;;
;Option negotiation prior to the file transfer support.;test_false
Packet Formats;;
;TFTP options are appended to the Read Request and Write Request packets.;test_false
;OACK (Option Acknowledgment, opcode = 6) packet type support.;test_false
;Error handling for codes 8 (Invalid options.) are implemented.;test_false
;Sending an ERROR packet with error code 8 terminate the transfer.;test_false
;RRQ and WRQ packets containig options have the following format: <li> Opcode (2 bytes) <li> Filename (variable-length string) <li> 0x0 (1 byte) <li> Mode (variable-length string) <li> 0x0 (1 byte) <li> Opt1 <li> 0x0 (1 byte) <li> Value1 <li> 0x0 (1 byte) <li> ... <li> OptN (variable-length string) <li> 0x0 (1 byte) <li> ValueN <li> 0x0 (1 byte);test_false
;OptK is a case-insensitive ASCII sequence terminated by a zero byte.;test_false
;ValueK is a case-insensitive ASCII sequence terminated by a zero byte.;test_false
;If multiple options are to be negotiated, they are appended to each other.;test_false
;The maximum size of a request packet is 512 octets.;test_false
;OACK packets have the following format: <li> Opcode (2 bytes) <li> Opt1 <li> 0x0 (1 byte) <li> Value1 <li> 0x0 (1 byte) <li> ... <li> OptN (variable-length string) <li> 0x0 (1 byte) <li> ValueN <li> 0x0 (1 byte);test_false
;OptK is a case-insensitive ASCII sequence terminated by a zero byte containing the option acknowledgment copied from the original request.;test_false
;ValueK is a case-insensitive ASCII sequence terminated by a zero byte containing the acknowledged value associated with its option.;test_false
Negotiation Protocol;;
;Clients can append options at the end of Read request packet.;test_false
;Clients can append options at the end of Write request packet.;test_false
;Any number of options may be specified.;test_false
;The order of the options is not significant.;test_false
;If the server supports option negotiation, and it recognizes one or more of the options specified in the request packet, it may respond with an Options Acknowledgment (OACK).;test_false
;Each option the server recognizes, and accepts the value for, is included in the OACK.;test_false
;The server must not include in the OACK any option which had not been specifically requested by the client.;test_false
;Options which the server does not support should be omitted from the OACK.;test_false
;Options which the server does not support should not cause an ERROR packet to be generated.;test_false
;An option not acknowledged by the server is ignored by the hosts as if it were never requested.;test_false
;An OACK packet response to a RRQ packet which carries options acknowledges the request and the options it specifies.;test_false
;A DATA packet response to a RRQ packet which carries options acknowledges the request but not the options.;test_false
;An ERROR packet response to a RRQ packet which carries options rejects the request.;test_false
;An OACK packet response to a WRQ packet which carries options acknowledges the request and the options it specifies.;test_false
;An ACK packet response to a WRQ packet which carries options acknowledges the request but not the options.;test_false
;An ERROR packet response to a WRQ packet which carries options rejects the request.;test_false
;A client attempt to repeat the request without options if it receive an Error packet to a request which carries options;test_false
;A client send an ACK (with the data block number set to 0) to confirm the values in the OACK packet that acknowledged a RRQ packet.;test_false
;A client begins the transfer with the first DATA packet, using the negotiated values in the OACK packet that acknowledged a WRQ packet if it accepts them.;test_false
;A client sends an ERROR packet, with error code 8, and terminate the connection in response to the OACK packet if it rejects the values negotiated.;test_false
;A client acknowledging an OACK, with an appropriate non-error response, use only the options and values returned by the server.;test_false
;A client receiving an OACK containing an unrequested option respond with an ERROR packet, with error code 8, and terminate the transfer.;test_false
RFC 2348 - TFTP Blocksize Option;;
Abstract;;
;Blocksize negotiation support.;test_false
Blocksize Option Specification;;
;The Blocksize is negotiated if an option contains the ASCII string "blksize" (case in-sensitive).;test_false
;The number of octets in a block is specified in ASCII.;test_false
;Valid values range of the block size are between "8" and "65464" octets, inclusive.;test_false
;The blocksize refers to the number of data octets (it does not include the four octets of TFTP header).;test_false
RFC 2349 - TFTP Timeout Interval and Transfer Size Options;;
Abstract;;
;Timeout Interval negotiation support.;test_false
;Host receiving a file can obtain the total size of the transfer before it begins.;test_false
Timeout Interval Option Specification;;
;The Timeout Interval is negotiated if an option contains the ASCII string "timeout" (case in-sensitive).;test_false
;The number of seconds to wait before retransmitting is specified in ASCII.;test_false
;Valid values of the number of seconds to wait before retransmission range between "1" and "255" seconds, inclusive.;test_false
;A server willing to accept the timeout option sends an OACK packet having the same timeout specified by the client.;test_false
Transfer Size Option Specification;;
;The Transfer Size is negotiated if an option contains the ASCII string "tsize" (case in-sensitive).;test_false
;The size of the file to be transfered is specified in ASCII.;test_false
;In Read Request packets, a size of "0" is specified in the request and the size of the file, in octets, is returned in the OACK.;test_false
;If the file is too large for the client to handle, it may abort the transfer with an Error packet (error code 3).;test_false
;In Write Request packets, the size of the file, in octets, is specified in the request and echoed back in the OACK.;test_false
;If the file is too large for the server to handle, it may abort the transfer with an Error packet (error code 3).;test_false
RFC 7440 - TFTP Windowsize Option;;
Abstract;;
;Window size of consecutive blocks to send negotation support.;test_false
3.  Windowsize Option Specification;;
;The Windowsize is negotiated if an option contains the ASCII string "windowsize" (case in-sensitive).;test_false
;The base-10 number of blocks in a window is specified in ASCII.;test_false
;The valid values range of the number of blocks in a window is between 1 and 65535 blocks, inclusive.;test_false
;The data sender, after a successful Windowsize negotiation, will transmit the accorded number of consecutive blocks before stopping and waiting for the reception of the acknowledgment of the last block transmitted.;test_false
;A server willing to accept the windowsize option sends an OACK to the client.;test_false
;A server windowsize specified value MUST be less than or equal to the value requested by the client.;test_false
;A client use the size specified in the OACK or send an ERROR packet, with error code 8, to terminate the transfer.;test_false
;The reception of a data window with a number of blocks less than the negotiated windowsize is the final window.;test_false
4.  Traffic Flow and Error Handling;;
;The data sender cyclically send to the receiver the agreed windowsize consecutive data blocks before normally stopping and waiting for the ACK of the transferred window.;test_false
;The data receiver send to the data sender the ACK of the last data block of the window in order to confirm a successful data block window reception.;test_false
;In the case of an expected ACK not timely reaching the data sender (timeout), the last received ACK SHALL set the beginning of the next windowsize data block window to be sent.;test_false
;In the case of a data block sequence error, the data receiver SHOULD notify the data sender by sending an ACK corresponding to the last data block correctly received.;test_false
;The notified data sender SHOULD send a new data block window whose beginning MUST be set based on the ACK received out of sequence.;test_false
;Traffic with windowsize = 1 MUST be equivalent to traffic specified with request not containing a windowsize option.;test_false
6.  Congestion and Error Control;;
;The rate at which TFTP UDP datagrams are sent SHOULD follow the CC guidelines in Section 3.1 of [RFC5405].;test_false
;Implementations SHOULD set a maximum number of retries for datagram retransmissions, imposing an appropriate threshold on error recovery attempts, after which a transfer SHOULD always be aborted to prevent pathological retransmission conditions.;test_false
